29549504	Articles that investigated prostate cancer in general or prostate cancer screening were excluded , as were articles that were not written in English.	were not written	articles	in English	1	1			
Richard Aguilar 	However , men expend less effort coping , are less likely to utilize healthcare services , and are less informed about treatment options.	are	men	less likely to utilize healthcare services	1	1			
26814219	These data provide a basis for the development of larger scale studies to investigate the mechanisms for medial - lateral balance improvements following PR and to determine how PR may be refined to enhance balance outcomes in this population.	provide	These data	a basis for the development of larger scale studies to determine how PR may be refined to enhance balance outcomes in this population	1	1			
17846976	People with lower FINDRISC score will benefit easier from preventive intervention.	will benefit easier	People with lower FINDRISC score	from preventive intervention	1	1			
31157481	Advancement of cancer immunotherapy is rapidly increasing with eminent and most interesting therapy compared to other therapy like targeted therapy , cytotoxic chemotherapy , radiation as well as surgery.	is rapidly increasing	Advancement of cancer immunotherapy	with most interesting therapy	compared to other therapy like targeted cytotoxic chemotherapy	1	1		
18446141	With improved predictive capabilities and agents that can have longer - lasting effects than those tested more than 10 years ago , new prevention studies are underway.	can have	agents	longer - lasting effects than those	1	1			
16626950	Population and method : A telephone survey was carried out in 6758 subjects older than 40 years , stratified by age , habitat ( urban or rural ) and region , screened by random - digit dialling.	stratified	6758 subjects older than 40 years	by age , habitat ( urban or rural ) and region	1	1			
27693064	However , some reports show that colorectal cancer patients can develop venous tumor thrombosis and warn clinicians not to overlook this complication.	can warn	colorectal cancer patients	clinicians	not to overlook this complication	1	1		
25519785	Changes in the prevalence of wheeze among adults has been more varied and may have been influenced by the reduction in smoking and the increase in the use of inhaled steroids.	has been	Changes in the prevalence of wheeze among adults	more varied	1	1			
31554703	COPD and obstructive sleep apnoea ( OSA ) are highly prevalent and different clinical COPD phenotypes that influence the likelihood of comorbid OSA.	influence	different clinical COPD phenotypes	the likelihood of comorbid OSA	1	1			
29860848	Combination therapies have shown promising results in early phase trials and likely in near future we will have an effective immunotherapy for advanced prostate cancer.	have shown	Combination therapies	promising results in early likely in near future	1	1			
30928570	Background : Adipocyte fatty acid binding protein ( A-FABP ) is a novel adipokine that contributes to the development of metabolic disorder , type 2 diabetes mellitus ( T2DM ) and atherosclerosis.	contributes	a novel adipokine	to the development of metabolic disorder	1	1			
25629355	The presence of significant cardiovascular complications in youth with T2DM , including cardiac , macrovascular , and microvascular remodeling , is another major issue in this younger cohort and poses a significant threat to the healthcare system.	is	The presence of significant cardiovascular complications in youth with T2 DM , including cardiac	another major issue in this younger cohort	1	1			
19893798	Objective : This article presents the case of a girl , Aroha , 13 years of age and of Polynesian descent , who presents with high random blood glucose levels.	[is] the case of	Aroha	a girl	1	1			
9770263	Disturbances in cardiac , hematologic , and pulmonary function , as well as sleep complaints , are common when COPD is complicated by nocturnal hypoxemia , and these sequelae are even more common when COPD and OSA coexist.	are	these sequelae	even more common	when COPD coexist	1	1		
25866823	Although many factors impact the development of T2DM and cancer including sex , age , ethnicity , obesity , diet , physical activity levels , and environmental exposure , many epidemiological and experimental studies are gradually contributing to knowledge regarding the interrelationship between DM and cancer.	impact	many factors	the development of cancer including ethnicity	1	1			
28176656	This review highlights aberrant DNA methylation events in the development of gastric tumours and addresses the different aspects associated with the application of therapeutic epigenetic modulation in the management of the disease.	highlights	This review	aberrant DNA methylation events in the development of the different aspects	1	1			
21853882	The understanding of breast cancer as a primarily local disease has undergone a fundamental change in the last few decades.	has undergone	The understanding of breast cancer as a primarily local disease	a fundamental change in the last few decades	1	1			
26264336	The article focuses on the effects of alcohol in type 1 diabetes and the difficulties a young person faces in maintaining glycaemic control when drinking alcohol.	focuses	The article	on the effects of alcohol	1	1			
19712167	"""""""""""""""Critical is the """""""""""""""" point of no return """""""""""""""" when mucosal alterations ( i.e. intestinal metaplasia , glandular atrophy ) are no longer reversible."""""""""""""""	are	mucosal alterations	no longer	reversible	1	1		
24084701	According to the structural equation model , self - efficacy was the predictor variable that influenced both self - care and glycemic control.	was	self - efficacy	the predictor variable that influenced both self - glycemic control	1	1			
14983592	This article discusses the role of diagnostic imaging in screening , diagnosis and treatment of cancers of the colon and rectum.	discusses	This article	the role of diagnostic imaging in diagnosis of cancers of the rectum	1	1			
31775555	Key results : Physical therapists commonly prescribe physical activity for the treatment of diabetes and other chronic diseases , such as cardiovascular disease and osteoarthritis.	prescribe	Physical therapists	physical activity for the treatment of other chronic diseases , such as osteoarthritis	1	1			
28222533	Then the review focused on the cognitive complications of T1DM and their relation with the characteristics of T1DM , glycemic control , diabetic complications , comorbidities , and others.	focused	the review	on the cognitive complications of their relation with the characteristics of diabetic complications	Then	1	1		
29699867	The study of type 2 diabetes has been driven by advances in human genetics , epigenetics , biomarkers , mechanistic studies , and large clinical trials , enabling new insights into disease susceptibility , pathophysiology , progression , and development of complications.	has been driven	The study of type 2 diabetes	by advances in epigenetics	enabling new insights into pathophysiology	1	1		
25330352	Repeated measures analyses of variance examined changes in blood glucose and psychological symptoms over treatment.	examined	Repeated measures analyses of variance	changes in blood glucose	1	1			
19811232	From a public health viewpoint , morbidity might be even more important , given the fact that therapeutic strategies have improved in the last decades , and disease fatality has been decreasing.	have improved	therapeutic strategies	in the last decades	1	1			
21829607	Studies were judged against pre-determined inclusion / exclusion criteria , and where suitable for inclusion , data extraction / quality assessment was achieved using a specifically - designed tool.	were judged	Studies	against pre-determined inclusion / exclusion criteria	1	1			
28635333	Areas covered : The authors provided an overview of novel molecular biomarkers in tissue , blood and urine that may be used as clinical tools to assess prognosis , improve selection criteria for active surveillance programs , and detect disease relapse early in localized prostate cancer.	may be used	novel molecular biomarkers in urine	as clinical tools	1	1			
24523032	The agents reduce insulin resistance , inflammatory cytokines , visceral adiposity , and body weight while increasing mitochondrial activity , normalizing membrane structure and lipid composition , and preserving organ function.	reduce	The agents	inflammatory cytokines	while normalizing membrane lipid composition	1	1		
31353974	Introduction : The relationship between nonalcoholic fatty liver disease ( NAFLD ) and type 2 diabetes mellitus ( T2DM ) is complex and bidirectional.	is	The relationship between nonalcoholic fatty liver disease	complex	1	1			
17701667	Asthma was significantly associated with PROM at preterm ( RR 1.15 , 95 % CI 1.14 , 1.17 ) and term ( RR 1.27 , 95 % CI 1.23 , 1.30 ).	was significantly associated	Asthma	with PROM	at term	1	1		
27492514	However , the relative small number of studies , differences in selection criteria , definitions and assessment techniques used for diagnosing OSA , COPD , and OD point to the need for further research.	used	assessment techniques	for diagnosing COPD point to the need for further research	1	1			
28640151	Lessons : As the incidence of T1DM is increasing , emergency physicians and pediatricians should be aware of HHS to make an early diagnosis for appropriate management , as it can be complicated in young children with T1DM.	to make	emergency physicians	an early diagnosis for appropriate management	1	1			
29518575	In this respect , Precision Medicine ( PM ) is an emerging approach that includes practices , tests , decisions and treatments adapted to the characteristics of each patient.	is	Precision Medicine	an emerging approach that includes tests	In this respect	1	1		
29944065	"""""""""""""""Databases MEDLINE via Pubmed , CINAHL , PsycINFO , and Science Direct were searched for peer - reviewed articles published in English from 2007 - 2017 , using the following search terms and Boolean operators : """""""""""""""" Type 1 Diabetes """""""""""""""" and """""""""""""""" Fatigue ."""""""""""""""""""""""""""""""	were searched	Databases MEDLINE via Science Direct	for peer - reviewed articles	using the following search terms	1	1		
32008623	Nontobacco risk factors include environmental and occupational exposures , chronic lung disease , lung infections , and lifestyle factors.	include	Nontobacco risk factors	environmental lifestyle factors	1	1			
19393195	However , a direct correlation and exact mechanism continue to elude investigators due to scarce and conflicting data.	to elude	exact mechanism	investigators	due to scarce data	1	1		
11486985	Many women underestimate their risk of colorectal cancer , which may lead them to underuse screening measures that have been proven to reduce disease morbidity and mortality.	may lead	colorectal cancer	them	to underuse screening measures	1	1		
19276801	Recent findings : Early detection of type 2 diabetes can be justified because diabetes is an important health problem , has a relatively long asymptomatic phase , interventions are available that have a proven beneficial effect on clinically meaningful outcomes and screening procedures are safe , acceptable and have adequate sensitivity and specificity.	can be justified	type 2	because diabetes is an important health problem	1	1			
24067269	This article will look at the latest national recommendations for managing and treating non-small cell lung cancer , which accounts for about 80 % of lung cancers , as well as emerging therapies.	accounts	non-small cell lung cancer	for about 80 % of emerging therapies	1	1			
14502096	Above all , intervention is needed today.	is needed	intervention	today	1	1			
31704266	Nrf2 also plays a complex role in lung cancer , acting as a tumor suppressor and promoter ; recent studies have revealed the tumor - promoting effects of Nrf2 in tumors that have undergone malignant transformation.	plays	Nrf2	a complex role in lung cancer	1	1			
29129000	Methods The methodology for this study consisted of a systematic review of systematic reviews , using the PRISMA statement and flowchart to select studies , and searching on PubMed , CINAHL , Scopus , and Cochrane.	consisted	Methods The methodology for this study	of a systematic review of systematic reviews	using the flowchart to searching on PubMed	1	1		
25880886	Conclusion : This study indicates that living in an area with elevated levels of air pollution during pregnancy may be a risk factor for offspring T1D.	indicates	This study	that living in an area with elevated levels of air pollution during pregnancy may be a risk factor for offspring T1D	1	1			
25772641	Although evidence in younger patients suggest that blood glucose levels should not be above 180 mg / dl ( 10.0 mmol / l ) , there are many unanswered questions and controversies regarding the benefits and risks , methods to achieve and maintain these levels while avoiding hypoglycemia ( < 70 mg % ( 3.9 mmol / l ) ) in the older population.	suggest	evidence in younger patients	70 mg % ( 3.9 mmol / l ) ) in the older population	1	1			
32264856	Hence , a comprehensive occupational safety practices are important to maintain the respiratory health of farmers.	to maintain	a comprehensive occupational safety practices	the respiratory health of farmers	1	1			
32342453	At the same time , exercise therapy is also used in conjunction with other treatments in the prevention and treatment of diabetic complications.	is used	exercise therapy	At the same time	1	1			
31276633	The treatment of gastric cancer patients is mainly radical surgical resection and chemoradiotherapy , while patients with metastatic tumor have great challenges to radical surgery and are prone to drug resistance.	is	The treatment of gastric cancer patients	mainly chemoradiotherapy	while patients with metastatic tumor have great challenges to radical surgery	1	1		
28956747	CFs exposure has been proven to be associated with many diseases.	to be associated	CFs exposure	with many diseases	1	1			
15822487	In a vast majority of patients , however , lung cancer presents at an advanced stage and a cure is not possible with currently available therapeutic strategies.	presents	lung cancer	at an advanced stage	In a vast majority of patients	1	1		
22470904	This article discusses advanced ( metastatic ) prostate cancer , provides nurses with an overview of treatment options available to men with this condition , and offers a starting point from which to examine further evidence.	provides	This article	nurses	with an overview of treatment options available to men with this condition	1	1		
8281732	' Retrospective ' quality of life change was assessed directly by subjects in 1990 covering the same time period.	was assessed directly	Retrospective ' quality of life change	by subjects	in 1990	1	1		
24120308	Within this framework is the assessment of fitness for work , as a dual - nature process ( medico - legal ) that aims to determine whether it is appropriate or not to recognise a person 's right to receive benefits which replace the income that they no longer receive as they can not carry out their work , due to loss of health.	receive	the income	no longer	1	1			
22548954	Some of the immunologic therapies effective in animal models are able to delay loss of insulin secretion in humans.	are	Some of the immunologic therapies effective in animal models	able to delay loss of insulin secretion in humans	1	1			
22810461	If the tumor length is 10 mm or less , photodynamic therapy is a first - line modality.	is	photodynamic therapy	a first - line modality	1	1			
25249787	Type 2 diabetes is a serious and common chronic disease resulting from a complex inheritance - environment interaction along with other risk factors such as obesity and sedentary lifestyle.	resulting	a serious chronic disease	from a complex inheritance - environment interaction along with other risk factors such as obesity	1	1			
30150419	However , several active metabolites of vitamin D can exert both direct action , mainly via vitamin D3 receptor trans - activation and indirect actions on several other tissues by an endocrine , autocrine and paracrine manners.	can exert	several active metabolites of vitamin D	both vitamin D3 receptor trans - activation	1	1			
27888421	Results : Compared with patients with non-TNBC , patients with TNBC had worse OS and breast cancer cause - specific survival time in every stage and sub-stage in univariate and multivariate analyses adjusting for age , race , tumor grade , and surgery and radiation treatments in the SEER data.	adjusting	multivariate analyses	for radiation treatments in the SEER data	1	1			
20538204	So far , DNA methylation tests were assessed on small cohorts of localized prostate cancer patients with promising results when applied on primary tumours and in urine , particularly for patients at high risk of progression after radical prostatectomy.	were assessed	DNA methylation tests	on small cohorts of localized prostate cancer patients with promising results	when applied on primary tumours	So far	1	1	
16573308	There are compelling reasons why aggressive efforts must be directed toward primary prevention of diabetes in developing countries.	must be directed	aggressive efforts	toward primary prevention of diabetes in developing countries	1	1			
19355954	In general , a targeted approach tailored on the individual patient should be preferred to a carpet diagnostic bombing , which will lead to an exorbitant multiplier of costs , risks and inappropriate testing.	will lead	a carpet diagnostic bombing	to an exorbitant multiplier of risks	1	1			
22900724	This literature review identifies the health beliefs and practices that affect breast cancer screening and care among Pacific Islander women - specifically native Hawaiian , Samoan and Tongan women living in the continental United States - and provides suggestions for how nurses can address these issues.	identifies	This literature review	the health beliefs and practices that affect breast cancer screening and care among Pacific Islander women - specifically native Hawaiian , Samoan and Tongan women	1	1			
16988549	This study aimed to determine the coagulation status in type 2 diabetic patients using rotation thromboelastography ( ROTEM ) , which measures the interactive dynamic coagulation process.	using	2 diabetic patients	rotation thromboelastography ( ROTEM ) , which measures the interactive dynamic coagulation process	1	1			
24523032	The agents reduce insulin resistance , inflammatory cytokines , visceral adiposity , and body weight while increasing mitochondrial activity , normalizing membrane structure and lipid composition , and preserving organ function.	reduce	The agents	visceral adiposity	while normalizing membrane structure	1	1		
9085391	In the age group of 35 - 64 years the total costs fell from $ 2.5 billion to $ 1.9 billion ( 25 % ).	fell	the total costs	from $ 2.5 billion to $ 1.9 billion	In the age group of 35 - 64 years	1	1		
10074658	The key to survival of colorectal cancer is screening and early detection.	is	The key to survival of colorectal cancer	early detection	1	1			
3768650	The five year survival rate , excluding the operative mortality , was 93.1 per cent.	was	The five year survival rate excluding the operative mortality	93.1 per cent	1	1			
17894523	This study identified selected risk factors ( i.e. , high - risk racial / ethnic group , obesity , elevated blood pressure , elevated casual blood glucose , elevated total cholesterol , and the presence of acanthosis nigricans ) for development of type 2 diabetes mellitus in rural children with or without a family history of diabetes during annual school health fairs.	elevated	high - risk racial / ethnic group , obesity , elevated blood pressure	casual blood glucose , elevated total cholesterol , and the presence of acanthosis nigricans ) for development of type 2 diabetes mellitus in rural children with or without a family history of diabetes	1	1			
11982843	Our oldest patient has now achieved 15 years of mechanical ventilation at home.	has achieved	Our oldest patient	15 years of mechanical ventilation at home	now	1	1		
31533907	The results from the TN - 10 teplizumab prevention trial show that the diagnosis of type 1 diabetes can be delayed by treatment with a FcR non-binding monoclonal antibody to CD3 in people at high risk for disease.	can be delayed	the diagnosis of type 1 diabetes	by treatment with a FcR non-binding monoclonal antibody	1	1			
32168173	Background : Type 1 diabetes mellitus is the most common endocrine disease during infancy and adolescence.	is	Background	the most common endocrine disease	1	1			
29700092	However , the past 10 years have seen important advances in treatment and diagnosis which have translated into the first improvements seen in lung cancer survival.	seen	the first improvements	in lung cancer survival	1	1			
30615663	Introduction : Chronic respiratory diseases in Tanzania are prevalent and a silent burden to the affected population , and healthcare system.	are	Introduction	prevalent	1	1			
30024853	This study examined the role of an self - awareness based guided meditation practice , Cyclic Meditation [ CM ] on perceived stress , anxiety , depression , sleep and quality of life in T2DM patients.	examined	This study	the role of an self - awareness based guided meditation practice	1	1			
9847903	Treatment of most colorectal cancers is segmental resection with a wide resection margin ; the role of adjuvant therapy is still being refined.	is	Treatment of most colorectal cancers	segmental resection with a wide resection margin	1	1			
31491663	Metaplastic breast carcinomas ( MPBC ) are rare , aggressive and relatively chemorefractory tumors with a high unmet need.	are	Metaplastic breast carcinomas	rare tumors	1	1			
30219316	The highest DALY rates for both COPD and asthma in 2016 were in the low ETL states of Rajasthan and Uttar Pradesh.	were	The highest DALY rates for asthma in 2016	in the low ETL states of Rajasthan	1	1			
29066671	From biological aspect , any existence of metastases is a sign of systemic disease.	is	any existence of metastases	a sign of systemic disease	1	1			
20870917	Many new targeting agents are currently under investigation , and Asian countries are playing important roles in investigation and development of new and better treatments for this malignancy.	are playing	Many Asian countries	important roles	in investigation of new treatments for this malignancy	1	1		
15963965	Focusing on coxsackie B and lymphocytic choriomeningitis virus infections , we will discuss new data that can hopefully help us understand how virus - induced inflammation can positively or negatively affect the clinical outcome of islet - autoimmunity and T1D.	can help	new data	us understand how virus - induced inflammation can positively or negatively affect the clinical outcome of islet - autoimmunity and T1D	1	1			
30404996	As the deleterious effects of low lead exposure attained increasing attention over the last decades , there have been numerous studies exploring the association of low levels of lead exposure and cardiovascular diseases.	attained	the deleterious effects of low lead exposure	increasing attention over the last decades	1	1			
14502096	The prevalence of type 2 diabetes worldwide is set to increase from its present level of 150 million , to 225 million by the end of the decade and to as many as 300 million by 2025.	to increase	The prevalence of type 2 diabetes	from its present level of 150 million	to 225 million to as many as 300 million	1	1		
25002350	In this final section , the social , psychological , occupational and family issues related to the disease will be reviewed , as well as presenting some special situations of breast cancer , including breast cancer in men , during pregnancy and last stages of life.	related	the occupational issues	to the disease	1	1			
22835266	In each section , we have distinguished 5 large disease groups : COPD , chronic respiratory diseases other than COPD with limiting dyspnea , hypersecretory diseases , neuromuscular diseases with respiratory symptoms and patients who are candidates for thoracic surgery for lung resection.	are	patients	candidates for thoracic surgery for lung resection	1	1			
30278883	Preliminary data tend to indicate a specific activity of agents causing DNA breaks ( platinum salts ) and PARP inhibitors in patients with these DNA repair abnormalities.	tend	Preliminary data	to indicate a specific activity of agents	1	1			
28882782	In addition , this article aims to present a recent case report of a transgender woman with a unique presentation at the author 's institution.	aims to present	this article	a recent case report of a transgender woman with a unique presentation at the author 's institution	1	1			
24639430	Surgery , radiation therapy and chemotherapy are the key components of rectal cancer therapy.	are	chemotherapy	the key components of rectal cancer therapy	1	1			
20554175	The high prevalence of risk factors forecasts an increase in cardiovascular disease for the coming decades in this region of the world.	forecasts	The high prevalence of risk factors	an increase in cardiovascular disease for the coming decades in this region of the world	1	1			
12403885	A series of review articles on lung cancer beginning in this issue of Thorax aims to increase the awareness of up to date evidence based knowledge and to generate further interest and optimism in its diagnosis and management.	aims	A series of review articles on lung cancer	to generate further interest in its management	1	1			
23227282	Increasingly , NAFLD and its more sinister form , steatohepatitis , have been linked to the increased incidence of cardiovascular disease ( CVD ) worldwide , independent of the metabolic syndrome.	have been linked	steatohepatitis	worldwide	1	1			
15639298	The adenoma - carcinoma sequence is the basis for development of colorectal cancer , and the underlying molecular changes have largely been identified.	is	The adenoma - carcinoma sequence	the basis for development of colorectal cancer	1	1			
24628439	Future direction for research includes exploration of the experiences of adolescents with type 1 diabetes mellitus ; early interventions in the primary care setting ; effective educational , preventative or supportive services for adolescents with this illness and their families ; and outcomes to emerging technologies for insulin therapy on disordered eating occurrence.	disordered	early interventions in the primary care setting ; effective educational , preventative or supportive services for adolescents with this illness and their families ; and outcomes to emerging technologies for insulin therapy on	eating occurrence	1	1			
25172068	The combination of behavioral , social , environmental , and biological factors , and others related to health care systems , that contribute to the development of cardiovascular diseases requires a multi-sector strategy that promotes a healthy lifestyle , reduces cardiovascular risk factors , and cuts mortality and morbidity through quality health care services.	requires	others related to health care systems	a multi-sector strategy that cuts morbidity through quality health care services	1	1			
25604005	A decreased SIR was noted for prostate cancer.	was noted	A decreased SIR	for prostate cancer	1	1			
9860367	Making prevention the primary approach to treatment will require increased resource allocation , use of health provider teams , integration of healthcare delivery systems , and expanded emphasis on educating patients about prevention.	will require	Making prevention the primary approach to treatment	increased resource allocation	1	1			
25541376	In the COPD subgroup , the treatment group had a 41 % reduction in HF hospitalization rates ( P = .0009 ) and a 62 % reduction in respiratory hospitalization rates ( P = .0023 ).	had	the treatment group	a 41 % reduction in HF hospitalization rates	In the COPD subgroup	1	1		
16222630	Some of the limitations and methodological issues in interpreting the existing epidemiologic evidence are discussed in this article.	are discussed	Some of the methodological issues in interpreting the existing epidemiologic evidence	in this article	1	1			
22168424	Applying these methods to human patients and corresponding murine models should allow us to decipher just how the microbiota impacts type - 1 diabetes , i.e. which particular microbes are responsible and the cellular and molecular processes that are involved.	to decipher	us	just how the microbiota impacts type - 1 diabetes , i.e. which particular microbes are the molecular processes	1	1			
29266472	The appropriate use of these agents and the proper sequencing of these agents are still not optimized.	are not optimized	The appropriate use of these agents	still	1	1			
27358182	In the patients with chronic respiratory diseases , higher SRD correlated with more frequent patient visits due to medical issue , fewer district nurse interventions over the past 12 months , less frequent hospitalizations over the past 3 years , and fewer chronic diseases.	correlated	higher SRD	with more frequent patient visits due to medical issue fewer chronic diseases	In the patients with chronic respiratory diseases	1	1		
29298108	The ascertainment of HF end point data needs to become routine and standardized.	needs	The ascertainment of HF end point data	to become standardized	1	1			
23599620	Recent research has shown that microRNA ( miRNA ) , which is involved in almost every step of gastric carcinogenesis , has broad prospective application in diagnosis and therapy of gastric carcinoma.	has	microRNA	broad prospective application in therapy of gastric carcinoma	1	1			
20685342	Interaction between activated lymphocytes and endothelial cells in the islets is the hallmark of the homing process.	is	Interaction between activated lymphocytes and endothelial cells in the islets	the hallmark of the homing process	1	1			
16411026	The SG showed limited construct validity and responsiveness that was not influenced by CMS use.	was not influenced	limited construct responsiveness	by CMS use	1	1			
17432554	Our understanding of the natural history of prostate cancer is progressing over time , but the question of its length is unanswerable.	is	the question of its length	unanswerable	1	1			
16492429	Study design : Four boys having type - 1 diabetes mellitus with unstable serum glucose were observed in their classroom for 10 baseline days.	having	Four boys	type - 1 diabetes mellitus	1	1			
8813839	A very low frequency ( VLF ) oscillation around 0.02 Hz , associated with PB , was observed in all signals and contributed to 75 % ( 23 divided by .99 ) ( median ( range ) ) of the HP variability.	divided	23	by .99	1	1			
27888421	Results : Compared with patients with non-TNBC , patients with TNBC had worse OS and breast cancer cause - specific survival time in every stage and sub-stage in univariate and multivariate analyses adjusting for age , race , tumor grade , and surgery and radiation treatments in the SEER data.	had	patients with TNBC	breast cancer cause - specific survival time in sub-stage	in univariate analyses	1	1		
26351268	Type 2 diabetes mellitus ( T2DM ) is a progressive chronic disease that requires significant self - surveillance and adherence to the treatment protocols for successful management and future health.	is	Type 2 diabetes mellitus	a progressive chronic disease that requires adherence to the treatment protocols for successful management	1	1			
20377666	Over the last quarter century much investigation has been directed at interdicting the T1D disease process , both during the stage of evolution of the disease and at the time of disease onset.	has been directed	the last quarter century much investigation	at interdicting the T1 D disease process	both during the stage of evolution at the time of disease onset	Over	1	1	
22168424	Applying these methods to human patients and corresponding murine models should allow us to decipher just how the microbiota impacts type - 1 diabetes , i.e. which particular microbes are responsible and the cellular and molecular processes that are involved.	impacts	the microbiota	type - 1 diabetes	1	1			
28055289	Several association studies have been carried out to elucidate the role of genetic variants in cardiovascular diseases ( CVDs ) , while studies on the epigenome regulating gene expression changes are helping to understand the development of disease and factors promoting such changes.	are helping	studies on the epigenome regulating gene expression changes	to understand the development of disease	1	1			
6524958	A 5 - yr prospective design was employed to test the hypothesis that exposure to diesel emissions leads to chronic respiratory effects among underground coal miners.	was employed	A 5 - yr prospective design	to test the hypothesis	1	1			
25310950	The level of illness acceptance correlates positively with compliance to the doctor 's recommendations , and negatively with the frequency and intensity of complications of chronic diseases.	correlates positively negatively	The level of illness acceptance	with the intensity of complications of chronic diseases	1	1			
18786842	Surgery , chemotherapy , and radiation have been used to treat dogs with prostate cancer , but success has been limited by the location and aggressive nature of the disease.	have been used	Surgery	to treat dogs with success	1	1			
27818024	Dyspnoea is closely associated with quality of life , exercise ( in ) tolerance and prognosis in various conditions , including chronic obstructive pulmonary disease , heart failure , interstitial lung disease and pulmonary hypertension , and is therefore an important therapeutic target.	is closely associated	Dyspnoea	with quality of life , exercise ( in ) tolerance in various conditions , including chronic obstructive pulmonary disease	1	1			
29699867	The study of type 2 diabetes has been driven by advances in human genetics , epigenetics , biomarkers , mechanistic studies , and large clinical trials , enabling new insights into disease susceptibility , pathophysiology , progression , and development of complications.	has been driven	The study of type 2 diabetes	by advances in epigenetics	enabling new insights into disease susceptibility	1	1		
30601674	The report and its recommendation were iteratively developed over a year of in - person , telephonic , and electronic deliberation.	were iteratively developed	The report	over a telephonic	1	1			
18568350	This article reviews the definition , incidence , pathological characteristics and natural history of low risk localised prostate cancer.	reviews	This article	the incidence	1	1			
18460729	Furthermore , advances in surgical techniques have made resections possible in cases deemed inoperable in the past.	have made	advances in surgical techniques	resections possible	in cases	1	1		
23478256	In this Review , the relationship between telomere shortening , senescence , and cardiovascular disease is discussed.	is discussed	the relationship between telomere shortening , senescence , and cardiovascular disease	In this Review	1	1			
16208307	The TRIPOD study showed that troglitazone can reduce the incidence of diabetes by 55 % in Hispanic women with a history of gestational diabetes.	can reduce	troglitazone	the incidence of diabetes	by 55 % in Hispanic women	1	1		
27886791	Environmental exposures in low - and middle - income countries lie at the intersection of increased economic development and the rising public health burden of cardiovascular disease.	lie	Environmental exposures in low - and middle - income countries	at the intersection of increased economic development and the rising public health burden of cardiovascular disease	1	1			
28671042	Only clinical practice and clinical research will allow us to prolong the survival time of patients and allow the patients to truly benefit by paying attention to the individual patient characteristics , drug choice , and developing a reasonable and comprehensive treatment plan.	developing	the individual	a reasonable treatment plan	1	1			
32037600	We review the clinical , biochemical , radiological , and genetic findings in a 7 - year - old girl diagnosed with MAS at age 4 and then with autoimmune type 1 diabetes mellitus at age 7.	diagnosed	a 7 - year - old girl	with MAS	at age 4	1	1		
2406178	However , certain epidemiological features of Type 2 diabetes , including the distributional characteristics of glycaemia and the complications of hyperglycaemia , the clustering of cardiovascular risk factors in the diabetic subpopulation , as well as uncertainties over the causal nature of known risk factors , suggest that a high - risk approach to prevention is also appropriate.	suggest	uncertainties over the causal nature of known risk factors	that a high - risk approach to prevention is also appropriate	1	1			
24716497	Sentinel lymph node biopsy has replaced axillary dissection as the standard procedure to stage the axilla and spared many patients the excess morbidity of axillary dissection.	spared	Sentinel	the excess morbidity of axillary dissection	1	1			
31266924	Conclusion : These results suggest that the mobile navigation program has positive effects on decreasing uncertainty and increasing resilience among colorectal cancer patients.	has	the mobile navigation program	positive effects on decreasing uncertainty and increasing resilience among colorectal cancer patients	1	1			
11272129	A few key observations triggered recognition and acceptance of the new paradigm , but the necessary context was provided by scientific developments in areas mainly unrelated to diabetes.	triggered	A few key observations	recognition of the new paradigm	1	1			
32168173	The findings of this study are intended to be helpful in restructuring training in clinics , raising diabetes awareness among teachers and students , socializing diabetic adolescents , and providing family - centered education.	are intended	The findings of this study	to be helpful in restructuring training in clinics , raising diabetes awareness among teachers and students , socializing diabetic adolescents , and providing family - centered education	1	1			
18001951	And the best result was obtained with non linear technique , with 100 % correctly classified patients , using only two parameters , fp and Slope ( max ).	correctly classified	100 %	patients	1	1			
28895566	Genome sequencing and gene expression analyses of prostate tumours have highlighted the potential importance of genetic and epigenetic changes observed in WNT signalling pathway components in prostate tumours - particularly in the development of castration - resistant prostate cancer.	observed	the potential importance of genetic changes	in WNT signalling pathway components in prostate tumours - particularly in the development of castration - resistant prostate cancer	1	1			
24735750	Despite this great progress , policy makers are continuously taking efforts to guarantee the transparency of grant competition and the effective use of NSFC finding.	are continuously taking	policy makers	efforts to guarantee the transparency of grant competition	1	1			
24628439	Future direction for research includes exploration of the experiences of adolescents with type 1 diabetes mellitus ; early interventions in the primary care setting ; effective educational , preventative or supportive services for adolescents with this illness and their families ; and outcomes to emerging technologies for insulin therapy on disordered eating occurrence.	disordered eating	early interventions in the primary care setting ; effective educational , preventative or supportive services for adolescents with this illness and their families ; and outcomes to emerging technologies for insulin therapy on	occurrence	1	1			
11979020	However , the importance of reducing glycaemia in younger adults with diabetes , in order to minimize the incidence of microvascular complications , has been unequivocally demonstrated in the Diabetes Control and Complications Trial ( DCCT ).	has been unequivocally demonstrated	the importance of reducing glycaemia in younger adults with diabetes	in Complications Trial	1	1			
25901560	Smoking within screening , quality of life , nodule management , minimally invasive treatments , cancer prevention programs , and risk models have been extensively investigated by European groups.	have been extensively investigated	Smoking within nodule management	by European groups	1	1			
29298108	The ascertainment of HF end point data needs to become routine and standardized.	needs	The ascertainment of HF end point data	to become routine	1	1			
18257608	These findings have changed the standard of care for patients with resectable disease.	have changed	These findings	the standard of care for patients with resectable disease	1	1			
24120308	Chronic respiratory diseases often cause impairment in the functions and / or structure of the respiratory system , and impose limitations on different activities in the lives of persons who suffer them.	cause	Chronic respiratory diseases	impairment	in the functions	often	1	1	
