,Subj_Pred,Obj,Obj_true,PMID
232,cigarette smoking is,[start] a major cause of lung cancer [end],[start] likely to be a risk factor for prostate cancer should be considered as a relevant exposure in prostate cancer research of mortality from this cancer [end],19562492
233,agents causing,[start] the [UNK] of [UNK] [UNK] in [UNK] [end],[start] DNA breaks [end],30278883
234,the essential polyunsaturated fatty acid known,[start] to a clinical characteristics of each patient [end],[start] as alpha - linolenic acid [end],15017185
235,physical activity is,[start] a major health problem [end],"[start] also valuable for patients undergoing cancer treatment , as well as for improving quality of life [end]",30889622
236,several cannabinoids exert,[start] a number of patients with type 1 diabetes [end],[start] antitumoral properties against prostate cancer reducing xenograft prostate tumor growth [end],21912423
237,advances in surgery have increased,[start] the most important role of [UNK] [end],[start] the opportunity to effectively treat At the same time [end],27825428
238,a new regulatory system is involved,[start] a major cause of death in adults [end],[start] in multiple physiological functions [end],21912423
239,Two factors limiting,[start] the risk of gastric cancer in men in the [UNK] [end],[start] the clinical implementation of validated biomarker candidates [end],28910812
240,Several commercial tests to determine,[start] the current state of the immune system [end],[start] the risk of aggressive prostate cancer [end],27728977
241,large numbers of patients are receiving,[start] a significant effect [end],[start] a diagnosis of prostate cancer [end],32558805
242,men suffering,[start] a long time [end],[start] with prostate cancer [end],28503903
243,recent series examining sequencing of approved therapies searching,[start] the treatment of type 2 diabetes [end],[start] for predictive biomarkers [end],32209821
244,AR regulates,[start] [UNK] [end],[start] invasion [end],24384911
245,Background has been rising,[start] in the past [end],[start] rapidly likely due to intensified effort in screening [end],16885911
246,advances in diagnostic imaging have increased,[start] the most important role in the development of lung cancer [end],[start] the opportunity to effectively diagnose At the same time [end],27825428
247,optimal management remains,[start] the most important part of the [UNK] of the most important [UNK] [end],[start] challenging [end],29580436
248,the men will benefit,[start] for the past [end],[start] from therapy [end],21319990
249,cigarette smoking to be,[start] a major risk factor [end],[start] a risk factor for prostate cancer should be considered as a relevant exposure in prostate cancer research of mortality from this cancer [end],19562492
250,lncRNAs may serve as therapeutic targets helping,[start] a new method of treatment options [end],[start] to prevent development of castration resistance [end],28241429
251,These differences between Japanese and American prostate cancer suggest,[start] that the current [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] that each prostate cancer arises from different sources [end],9987501
252,the incidence of clinical cancer in Japan has been increasing,[start] in the us [end],[start] exponentially recently [end],9987501
253,DNA methylation play,[start] a major component of the [UNK] of the [UNK] [UNK] [UNK] [UNK] [end],[start] key roles in prostate cancer progression still [end],32139297
254,Emerging drugs undergoing,[start] [UNK] [UNK] [UNK] [end],[start] drugs that have recently received FDA approval for the treatment of CRPC [end],24274615
255,Recent studies have shown,[start] that the patients with high levels of [UNK] il 8 could potentially have high mortality [end],[start] that tumor - associated immune cells play major roles in the metastasis of prostate cancer [end],31134920
256,periprostatic adipocytes promote,[start] [UNK] [end],[start] extracapsular extension of prostate cancer thereby providing a mechanistic explanation for the association [end],30893147
257,aggressive prostate cancer based,[start] on the immune system [end],[start] on gene expression [end],27728977
258,Markers are needed,[start] for the past 20 years on account of its clinical application advantages such as [UNK] therapy biomarkers [end],[start] for screening distinguishing latent from defining the men [end],21319990
259,Prostate cancer is based,[start] on immune system to the genetic factors [end],[start] on multiparametric magnetic resonance imaging currently [end],29633943
260,The 22nd Annual Prostate Cancer Foundation ( PCF ) Scientific Retreat was convened,[start] to [UNK] [end],[start] in Washington from October 8 [end],27272144
261,radical prostatectomy may have,[start] the [UNK] immune system [end],[start] some oncologic benefit over radiation therapy [end],29580436
262,the argument for significantly increased risk of cancer or other adverse effects is,[start] due to [UNK] [end],[start] much less robust [end],29961247
263,Effective diagnostic investigation decisions require,[start] the [UNK] [end],"[start] additional factors , beyond clinical parameters , for a more individual treatment approach [end]",31466098
264,Outlier genes identified in prostate cancer include,[start] [UNK] [end],[start] SMC4 [end],27728977
265,This article discusses,[start] the current state of the clinical trials of [UNK] drug for patients [end],[start] advanced ( metastatic ) prostate cancer [end],22470904
266,This review provides,[start] an overview of the molecular biomarkers [end],"[start] an overview of the state - of - the - art of three - dimensional MRSI , including the specific hardware [end]",23761200
267,Results included,[start] the [UNK] of the [UNK] of [UNK] therapy [end],[start] targeting DNA repair deficiency in prostate cancer ; and treatment strategies in prostate cancer [end],28503903
268,intense discussion surrounding,[start] to [UNK] [end],[start] topics most critical to accelerating prostate cancer research [end],31825540
269,The decision for which treatment modality to pursue should incorporate,[start] the most important ongoing research [end],[start] shared decision making [end],29580436
270,Markers are needed,[start] for the past 20 years on account of its clinical application advantages such as [UNK] therapy biomarkers [end],[start] for diagnosis distinguishing latent from defining the men [end],21319990
271,radiosensitizer agents focusly targeting,[start] the treatment of type 2 diabetes [end],[start] prostate cancer cell radioresistance - associated specific molecular / gene aberrations [end],25219826
272,cure is,[start] a major [UNK] the [UNK] of the [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] no longer novel therapeutic approaches for palliation are needed a situation [end],26728408
273,chromatin integrity play,[start] important considerations in the design of the future [end],[start] key roles in prostate cancer progression still [end],32139297
274,This review discusses,[start] the risk of gastric cancer [end],[start] emerging immunotherapies for their evolving role in sequencing [end],26977847
275,"Accurate staging of the extent of disease , especially in metastatic prostate cancer can help",[start] to tailor the modalities of treatment [end],[start] to tailor the modalities of treatment [end],30374609
276,a risk factor for prostate cancer should be considered,[start] as a major cause of cancer death in women in the united states [end],[start] as a relevant exposure in prostate cancer prevention of mortality from this cancer [end],19562492
277,genomic analyses designed,[start] to [UNK] [UNK] [UNK] [UNK] [end],[start] to help choose from among approved therapies or evaluate drugs in development [end],29553949
278,their incidence may increase,[start] for [UNK] [end],[start] with tumor progression [end],24384911
279,"Known therapeutics , such as docetaxel are being used",[start] a political [UNK] [end],[start] earlier in the disease course in the setting of metastatic castration - sensitive prostate cancer [end],30925537
280,Locally advanced prostate cancer is,[start] the most frequently diagnosed cancer in women [end],[start] a particularly difficult to manage phase of this spectrum [end],29633943
281,Barriers to care in the transgender female population include,[start] [UNK] [end],"[start] accessing resources , medical knowledge deficits , ethics of transition - related medical care [end]",28882782
282,a faster growing cancer is associated,[start] with the [UNK] of lung cancer [end],[start] with a more rapid course of progression to metastatic disease [end],17432554
283,This article addresses,[start] the [UNK] [UNK] [UNK] in the [UNK] of the [UNK] [UNK] [end],"[start] surgical aspects germane to the management of men with prostate cancer , including patient selection for surgery , nerve - sparing approaches [end]",24188255
284,This event is,[start] a [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] the foremost scientific conference in the world focusing on clinical prostate cancer research with the highest potential for accelerating the understanding of prostate cancer biology [end],27272144
285,New treatment options have,[start] a new [UNK] [end],[start] there is a clear trend to more aggressive treatment in newly diagnosed metastatic disease [end],31466098
286,this functionality is,[start] a [UNK] [end],[start] currently not fully available for prostate MRSI [end],23761200
287,"Consequently , evidence to guide",[start] the most important advances in the literature [end],[start] treatment for these men [end],26436556
288,The first edition of Clinical Practice Guidelines for Prostate Cancer was created,[start] [UNK] [UNK] [UNK] [end],[start] mainly by the Japanese Urological Association as a part of the 2003 - 2004 Ministry of Welfare ( MHLW ) Scientific Research Fund - supported Thorough Researches for the Evaluation of Medical Technologies [end],20414018
289,students to obtain,[start] the same time [end],[start] updated information on research [end],30229546
290,the most urgent topics concerning,[start] the risk of lung cancer [end],[start] research [end],28925066
291,androgen receptor variants to induce,[start] cellular [UNK] [end],[start] resistance [end],28945566
292,prospective cohort studies assessed,[start] on the [UNK] participants [end],[start] the relation between smoking and fatal prostate cancer risk [end],19562492
293,local recurrence confined,[start] to the major health [end],"[start] to the prostate gland , therapies for those [end]",26436556
294,13 articles were critically reviewed,[start] [UNK] [UNK] [end],[start] for this study finally [end],29549504
295,research has shown,[start] that [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],"[start] that physical activity not only protects against a number of cancer types , as well as for improving quality of life In recent years [end]",30889622
296,Its morphological heterogeneity divided,[start] by the public health institute [end],[start] by the high - level molecular genetic diversity outline settings [end],29393241
297,This review aims to highlight,[start] the current state of the relationship between [UNK] and the quality of life of life of life of life of,[start] the molecular aberrations of prostate cancer cell growth [end],25219826
298,Fifty - two patients experienced,[start] in the most important clinical practice guidelines [end],[start] progression during the follow - up period [end],32500468
299,The endpoint of the present study was,[start] the most important ongoing research [end],[start] progression to castration - resistant prostate cancer [end],32500468
300,aggressive prostate cancer based,[start] on the immune system [end],[start] on genomic biomarkers [end],27728977
301,almost constant level of latent cancer are,[start] important in the development of lung cancer [end],[start] intriguing pathological issues [end],15714965
302,the true efficacy of MAB is not,[start] important [end],[start] certain [end],9987501
303,teachers to obtain,[start] a new method of research [end],[start] practical information on new diagnostic modalities [end],30229546
304,The previous guidelines published,[start] the current state of gastric cancer tissues [end],[start] in 2005 from EAU [end],23773409
305,Prostate cancer is,[start] the most common cancer cause of cancer death [end],[start] a paradigm tumor model for heterogeneity in almost every sense [end],29393241
306,"The role of testosterone in the development of prostate cancer and the safety of testosterone therapy ( TTh ) after prostate cancer treatment , or in the setting of active surveillance remains",[start] the risk of lung cancer [end],[start] controversial [end],29961247
307,The role of currently available decisional aids is,[start] obvious [end],[start] limited to helping patients make the right decisions [end],29549504
308,stage C has been expected,[start] to [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [end],[start] For the purpose of downstaging [end],9987501
309,Future study is needed,[start] to determine whether patients is useful for research [end],[start] to further shape the screening regimen for these patients [end],28882782
310,epigenetic changes observed,[start] in the past 20 years on one of the most common cause of cardiovascular disease [end],[start] in WNT signalling pathway components in prostate tumours - particularly in the development of castration - resistant prostate cancer [end],28895566
311,The incidence is increasing,[start] for men [end],[start] in both developed and developing nations [end],26560323
312,Expression patterns of lncRNAs change,[start] the [UNK] [end],[start] during tumour progression often [end],28241429
313,Accumulated evidence shows,[start] that [UNK] [UNK] [UNK] of [UNK] [UNK] [UNK] with a [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] of,[start] that accessibility for transcriptional regulation still play key roles in prostate cancer initiation [end],32139297
314,The first edition of Clinical Practice Guidelines for Prostate Cancer was created,[start] [UNK] [UNK] [UNK] [end],[start] mainly by the Japanese Urological Association as a part of the 2003 - 2004 Ministry of Labour ( MHLW ) Scientific Research Fund - supported Thorough Researches for the Evaluation of Medical Technologies [end],20414018
315,technological advances focused,[start] on the need [end],[start] on disease detection [end],30181359
316,"However , the invasive nature of the multicore prostate biopsy , its high cost prompts to seek",[start] [UNK] [end],[start] more non-invasive methods for diagnosing prostate cancer [end],28631917
317,a heterogeneous tumor mass containing,[start] [UNK] [end],[start] more differentiated epithelial cancer subtypes [end],16520275
318,chemotherapy have been used,[start] to treat dogs with [UNK] [end],[start] to treat dogs with success [end],18786842
319,The 6th Annual CHPCA Meeting was attended,[start] the [UNK] [UNK] [UNK] [UNK] [end],[start] by 70 investigators [end],30381857
320,Recent findings have completed,[start] a significant effect on the health of the health of breast cancer [end],[start] promising phase [end],26977847
321,Routine use requires,[start] a multisector strategy that cuts mortality through quality health care services [end],[start] more automation in the processing of raw data than is currently available [end],23761200
322,advances in chemotherapy have increased,[start] the most important role of [UNK] [end],[start] the opportunity to effectively treat At the same time [end],27825428
323,the mortality of prostate cancer in China are increasing,[start] likely to be a major public health problem [end],[start] by year [end],28056257
324,therapy of patients with hormone - resistant tumor lesions presents,[start] [UNK] [end],[start] a major clinical challenge [end],26728408
325,ethics of transition - related medical care diagnosing,[start] fifth [end],[start] vs pathologizing financial restrictions of the patient [end],28882782
326,immunotherapy combinations are being evaluated,[start] in china [end],[start] in the setting of advanced prostate cancer Finally [end],29553949
327,miRNAs in prostate cancer contribute,[start] to the risk of lung cancer [end],[start] to prostate carcinogenesis [end],26415820
328,diet implicated,[start] by the presence of [UNK] [UNK] [UNK] [UNK] [end],[start] by ecologic studies of regional variation in rates [end],6387660
329,Accumulated evidence shows,[start] that [UNK] [UNK] [UNK] of [UNK] [UNK] [UNK] with a [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] of,[start] that DNA methylation still play key roles in prostate cancer progression [end],32139297
330,docetaxel given alongside standard hormonal therapy in newly diagnosed advanced prostate cancer was found,[start] in clinical trials [end],[start] Recently [end],28095710
331,"Accurate staging of the volume , especially in metastatic prostate cancer can help",[start] to prevent the disease [end],[start] to tailor the modalities of treatment [end],30374609
332,biochemical recurrence is,[start] the most common in the [UNK] of the disease [end],[start] lethal prostate cancer [end],32500468
333,other systemic treatments have failed,[start] important role in the development of cancer [end],[start] advanced metastatic disease [end],30374609
334,students to obtain,[start] the same time [end],[start] practical information on new diagnostic modalities [end],30229546
335,A refined classification scheme is needed,[start] to review the molecular mechanisms [end],[start] to enable the early identification of high - risk disease so that more - effective treatment paradigms can be developed [end],24840073
336,Prostate cancer is,[start] the most common cancer cause of cancer death [end],[start] the most common malignancy in the reproductive system of older males [end],31134920
337,Overexpression of several components of the endocannabinoid system correlate providing,[start] the same [UNK] [end],[start] a new therapeutic target for prostate cancer [end],21912423
338,Cancer to develop new therapies by enabling,[start] the disease [end],[start] to detect [end],30324354
339,This article reviews,[start] the current [UNK] [UNK] [UNK] in the treatment of gastric cancer [end],[start] the discussions from the 2017 CHPCA Meeting [end],28925066
340,radiation has been limited,[start] by the public health risk factor for gastric cancer [end],[start] by the location [end],18786842
341,prognostic determinant biomarkers to minimize,[start] the treatment of type 2 diabetes [end],[start] overtreatment of new standards of care [end],30181359
342,Updates to the NCCN Guidelines for Prostate Cancer include,[start] the treatment of type 2 diabetes [end],"[start] further refinements in taking somatic testing , use of androgen receptor blockers for nonmetastatic castration - resistant prostate cancer [end]",31117038
343,low carbohydrate / ketogenic diets should be favored,[start] the [UNK] [end],[start] in such interventions because of their superior impact on metabolic parameters In macronutrient - focused therapies [end],30893147
344,Outlier genes identified in prostate cancer include,[start] [UNK] [end],[start] NVL [end],27728977
345,"More aggressive screening measures using a lower prostate - specific antigen ( PSA ) threshold , together with an increasing number of biopsies have escalated",[start] the risk of lung cancer [end],[start] the detection of these latent cancers [end],16885911
346,The impact on patient survival will be determined,[start] by [UNK] [end],[start] by the long - term follow - up [end],9987501
347,tumor profiling technologies include,[start] [UNK] immune system to treat [UNK] [end],"[start] next - generation sequencing , epigenetic , proteomic methods [end]",28635333
348,Outlier genes identified in prostate cancer include,[start] [UNK] [end],[start] TMPRSS2 - ERG [end],27728977
349,epidemiological issues to be solved,[start] on the [UNK] [end],[start] on prostate cancer [end],15714965
350,the recent data supporting the early use of novel androgen receptor inhibitors in advanced prostate cancer to frame,[start] the [UNK] of the most important [UNK] [end],[start] how these drugs may fit within the existing context of abiraterone [end],32209821
351,Potentially difficult decisions that may arise about using treatments focused,[start] on the [UNK] [end],[start] on the issues [end],17432554
352,This regimen did not result,[start] the [UNK] [end],[start] in decrease of PSA failure [end],9987501
353,PSMA PET - CT shows encouraging,[start] a significant increase of the risk of gastric cancer [end],[start] potential for the planning of salvage therapy [end],28980045
354,deprivation therapy alone is no longer,[start] the [UNK] [end],[start] the gold standard Today [end],32462838
355,the cribriform pattern is,[start] important [end],[start] predominant [end],9987501
356,de novo oligometastases have,[start] a significant effect [end],[start] unique biologic underpinnings [end],30521067
357,metastasis - directed therapies are emerging,[start] in the past [end],[start] as valid treatment options able probably improve survival outcome [end],30684842
358,teachers to obtain,[start] a new method of research [end],[start] updated information on research [end],30229546
359,Large phase III randomized,[start] [UNK] [end],"[start] clinical trials were conducted over the course of the last decade , first among patients with castration resistant prostate cancer , then among those with hormone - sensitive disease [end]",32462838
360,the available evidence concerning,[start] the risk of gastric cancer [end],[start] the role of exercise in prostate cancer prevention [end],30889622
361,This review provides,[start] an overview of the molecular biomarkers [end],"[start] an overview of the state - of - the - art of three - dimensional MRSI , including the information on the spectral content with background on the MR - visible metabolites [end]",23761200
362,three different broad categories are,[start] different [UNK] [end],[start] vaccine immunotherapy [end],30324354
363,Accumulated evidence shows,[start] that [UNK] [UNK] [UNK] of [UNK] [UNK] [UNK] with a [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] [UNK] of,[start] that accessibility for transcriptional regulation still play key roles in prostate cancer progression [end],32139297
364,immunotherapeutic agents have demonstrated,[start] a significant effect on the health of the health of breast cancer [end],[start] promising results for the treatment of prostate cancer In recent clinical trials [end],26977847
365,The phenotype of the prostate cancer stem cells is,[start] [UNK] [end],[start] that of cultures [end],17939301
366,This article reviews,[start] the current [UNK] [UNK] [UNK] in the treatment of gastric cancer [end],[start] the key advances discussed at the Retreat for the purpose of disseminating this knowledge [end],28503903
367,a tumor possesses,[start] a number of immune cells in the [UNK] [end],[start] the capacity to cause the heterogeneous lineages of cancer cells [end],26593898
368,the patient must be,[start] to be [UNK] [end],[start] at the heart of every decision In line with current thinking [end],22470904
369,5 medications increase,[start] to [UNK] [UNK] [end],[start] survival [end],24274615
370,Early detection is,[start] important for the future of the disease [end],[start] a major challenge for all conventional imaging modalities [end],26728408
371,Results included,[start] the [UNK] of the [UNK] of [UNK] therapy [end],[start] novel treatments and treatment strategies in prostate cancer [end],28503903
372,DNA methylation play,[start] a major component of the [UNK] of the [UNK] [UNK] [UNK] [UNK] [end],[start] key roles in prostate cancer initiation still [end],32139297
373,Iatrogenic hypogonadism along with nutritional deficits contribute,[start] to [UNK] [end],[start] to increase prevalence of prostate cancer related anaemia [end],19863346
374,"Accurate staging of the extent of disease , especially in advanced prostate cancer can help",[start] to tailor the modalities of treatment [end],[start] to tailor the timing [end],30374609
375,prostate - specific membrane antigen is,[start] an important role in the development of lung cancer [end],[start] a valuable target for radioligand therapy ( RLT ) of prostate cancer [end],32147685
376,Radical prostatectomy is associated,[start] with [UNK] [end],[start] with improvements in cancer - specific mortality [end],29580436
377,age - related physiologic changes along with nutritional deficits contribute,[start] to the disease [end],[start] to increase prevalence of prostate cancer related anaemia [end],19863346
