,Subj_Pred,Obj,Obj_true,PMID
215,The main purpose of tumor classification is,[start] to be improved including meeting records presently [end],[start] to distinguish clear differences such as deciding treatment or showing a peculiar characteristic [end],19223731
216,lung cancers that would not cause symptoms or kill during normal anticipated survival are,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] uncommon [end],24037999
217,the pivotal research underpins,[start] that the aberrant expression of lung cancer stem cells exert some other industrial workers in the field of the deranged,[start] these new technologies / strategies [end],29700092
218,Natural history of this cancer showed,[start] that the favorable effects of environmental factors such as nhb children [end],[start] about the two - thirds of the patients die from original disease within 10 years [end],22810461
219,patients presenting,[start] with a high intake of fruit [end],[start] with symptoms from either a primary lesion or metastases [end],72894
220,Lung cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] the leading cause of cancer - related death [end],31351552
221,Studies on the epidemiologic characteristics of its relative risk factors have played,[start] a major goal of improving understanding for the most prevalent [end],[start] an important role in the tertiary prevention of lung cancer [end],27261907
222,tobacco smoke is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] the major risk factor for this disease [end],18598932
223,The same question is being asked,[start] a major goal of improving understanding for practice [end],[start] of spiral low - dose now [end],15961694
224,the morbidity associated,[start] with a high intake of fruit [end],[start] with these deadly diseases [end],28205188
225,Retrospective data show,[start] on the chain of potential [end],[start] this improved survival could have important implications in interpretation of lung cancer trials [end],18922127
226,Lung cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] a complex disease composed of diverse histological types with clinical relevance [end],27535388
227,Additional molecular targets that are addressed in clinical trials include,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] MET [end],29251665
228,genetic alterations to drive,[start] the development of diabetes [end],[start] tumorigenesis in humans [end],30088452
229,This interest is accelerated,[start] by the presence of the natural history of the disease [end],[start] by the completion of human genome project [end],18823584
230,Studies on the epidemiologic characteristics of lung cancer have played,[start] a major goal of improving understanding for the role of the treatment of colorectal cancer [end],[start] an important role in exploring new ways of treatment [end],27261907
231,liquid biopsy received,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] enormous attention as a new detecting method In recent years [end],26706955
232,A high proportion of screen - detected cancers are,[start] in a few years [end],[start] resectable for cure [end],12450555
233,the risks for development of lung cancer are,[start] a major goal of improving understanding for the natural history of the primary care systems [end],[start] different in women compared with men [end],15099898
234,Lung cancer is,[start] a major goal of improving understanding for the most prevalent [end],"[start] the number one cause of cancer deaths for men in the United States , with minimal changes in the five - year survival rate during the past decade [end]",12692661
235,this field could rise,[start] to improve survival for patients with type 2 diabetes mellitus [end],[start] to a robust tool for lung cancer diagnosis ultimately [end],28118799
236,the immunotherapy revolution has opened,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] the door for new opportunities for cancer therapy [end],27535388
237,The public health imperative to reduce the burden of lung cancer has seen,[start] a major goal of improving understanding for practice [end],[start] unprecedented progress in recent years [end],29800746
238,the epidemiology of lung cancer in China is intended,[start] to be improved including meeting records presently [end],"[start] to facilitate research , so as to upgrade the effective control of lung cancer [end]",8069599
239,Further studies of effective molecular markers should intensify,[start] to assess the relationship between diet and apoptosis [end],[start] in order harms to the high - risk group [end],29425790
240,Lung cancer is by far,[start] a major goal of improving understanding for the most prevalent [end],[start] the leading cause of cancer death in China [end],33113622
241,novel promising,[start] for analyzing the etiology of t1dm [end],[start] targeted agents in various phases of clinical trials [end],22540298
242,small cell lung cancer confined,[start] a significant association between hpylori and crds [end],[start] to one hemi - thorax [end],15822487
243,control measures against viral outbreaks may interfere,[start] with the goal of improving understanding for the natural history of colorectal cancer [end],[start] with treatment of lung cancer patients [end],32213266
244,CFs exposure may lead,[start] to a major reappraisal of management outcomes in patients with type 2 diabetes [end],[start] to lung cancer [end],28956747
245,Targeted drugs bring,[start] a clearer understanding of the natural history of the disease [end],[start] benefits for these NSCLC patients [end],29526181
246,Lung cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] the most common cancer in the world [end],12517539
247,many studies have reported,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] a decreased risk of lung cancer in individuals Finally [end],8724218
248,patients make,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] educated decisions about therapeutic alternatives [end],12692661
249,addressing the multilevel role of stigma is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] a crucial area for future study [end],29800746
250,lung cancers kill,[start] a major goal of improving understanding for the natural history of the primary care systems [end],[start] during normal anticipated survival [end],24037999
251,The sputum shows,[start] that the aberrant expression of lung cancer stem cells exert some other industrial workers in the field of the deranged,[start] a promising potential for routine diagnostic [end],23868001
252,Lung cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] an important complication associated with chronic HIV infection [end],27607596
253,A better knowledge of the interplay between the human microbiome and lung cancer may promote,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] the development of innovative strategies for personalized treatment in lung cancer [end],31315786
254,Initial evaluation for metastatic disease relies,[start] on the chain of potential [end],[start] on positron emission tomography [end],17225705
255,related keywords are,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] important to their prognostic values [end],30088452
256,multislice spiral computed,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] tomography [end],26706954
257,The incidence paralleling,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] it lung cancer incidence [end],9555534
258,Significant experienced,[start] with a high intake of fruit [end],[start] altered relationships [end],22308553
259,While differentiating between MPLC and intrapulmonary metastasis of lung cancer is,[start] a significant association between hpylori and crds [end],[start] important for treatment strategy [end],29790681
260,Research on the use of sputum for non-invasive detection of early - stage lung cancer has brought,[start] us to allow the patients with chronic respiratory diseases [end],[start] new insights [end],23868001
261,Early detection of lung cancer improves,[start] the most studied tree nut [end],[start] prognosis [end],23868001
262,no society or governmental agency recommends,[start] the association between polypharmacy and all cause of all cause of cancer related deaths in the world [end],[start] screening [end],11473242
263,a combination of chemotherapy plus knockdown or mimicking microRNA is,[start] a major goal of improving understanding for the natural history of the most promising positive antibodies [end],[start] effective and useful in the cancers treatment like lung cancer [end],30088452
264,newly detected lung cancer is,[start] a major goal of improving understanding for the natural history of the primary care systems [end],"[start] generally rapidly fatal resulting in over 157,000 deaths annually In that setting [end]",15209187
265,low - dose computed,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] tomography [end],24357736
266,current research findings describing,[start] for analyzing the etiology of t1dm [end],[start] therapeutic relevance of human microbiota [end],31315786
267,Other known environmental risk factors include,[start] insulin resistance [end],[start] exposures to radon [end],26667337
268,These findings have,[start] a clearer understanding of the natural history of the etiology of colorectal cancer [end],[start] the potential to enhance our knowledge of lung cancer biology [end],20187318
269,The purpose of this paper is,[start] to assess the relationship between diet and apoptosis [end],[start] to discuss its application in the determination of prognosis of lung cancer [end],21734416
270,the treatment of lung cancer in China to facilitate,[start] the greatest promise for the prevention of gastric cancer [end],[start] cooperation [end],8069599
271,considerable data support,[start] the greatest promise for the prevention of gastric cancer [end],[start] small [end],16002959
272,This evaluation of the stigma of lung cancer is based,[start] on the chain of potential [end],[start] on a multilevel perspective [end],29800746
273,"series of driver genes , such as ALK have been found",[start] for analyzing the etiology of t1dm [end],[start] in non-small cell lung cancer In recent years [end],29526181
274,stigma is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] a highly significant barrier to fulfilling the clinical promise of advanced care [end],29800746
275,recent retrospective studies indicate,[start] that the aberrant expression of lung cancer stem cells exert some time in the best treatment [end],[start] that outcomes after surgery in patients with very early SCLC are comparable to those in patients with non-SCLC [end],26520187
276,lung cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] more pronounced in never smokers [end],21992731
277,The morbidity and mortality of lung cancer is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] the first in the world [end],31196372
278,lung cancers that would not cause symptoms or kill during normal anticipated survival limited,[start] by european groups [end],"[start] to in situ adenocarcinomas , identifiable as CT non-solid nodules [end]",24037999
279,Further studies of effective molecular markers should intensify,[start] to assess the relationship between diet and apoptosis [end],[start] in order [end],29425790
280,smoking rates among high school students in the United States were,[start] a major goal of improving understanding for the natural history of the primary care [end],[start] 32 % higher compared with 1991 In 1997 [end],10855253
281,A molecular approach to the diagnosis of lung cancer through the analysis of exhaled breath could greatly improve,[start] the greatest potential for the prevention of gastric cancer [end],[start] the specificity of imaging procedures [end],21405971
282,Future studies on LCINS should try,[start] a significant association between hpylori and crds [end],[start] to tackle the issues of early diagnosis [end],21992731
283,This review discusses,[start] the association between polypharmacy and all cause of all cause of cancer related deaths [end],"[start] how we may better select the few who can be cured , so that the remainder receive more appropriate palliative therapy [end]",2194622
284,Accumulating data suggest,[start] that the aberrant expression of lung cancer stem cells exert some other industrial workers in the field of the deranged,[start] that the risks for development of lung cancer are different in women compared with men [end],15099898
285,disease prevention is focused,[start] on the chain of potential [end],[start] on smoking cessation [end],32008623
286,The patients have,[start] a significant association between hpylori and crds [end],[start] a worse prognosis due to the advanced age [end],32213266
287,further detailed classification is needed,[start] to be improved including meeting records presently [end],[start] to choose a treatment [end],19223731
288,stigma is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] a highly significant barrier to fulfilling the clinical promise of reduced lung cancer burden [end],29800746
289,the pathological diagnosis of lung cancer incorporating,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] the histopathological dimensions of the disease [end],27535388
290,Special emphasis is placed,[start] to be improved including meeting records presently [end],[start] on summarizing evolving technologies useful in the characterization of lung cancer [end],22540298
291,Additional molecular targets that are addressed in clinical trials include,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] RET [end],29251665
292,Lung cancer causes,[start] a major goal of improving understanding for the natural history of the most common independent easily modifiable risk factor for,[start] estimated 1.6 million deaths each year [end],29425790
293,lung cancer has,[start] a major goal of improving understanding for the natural history of the most promising positive antibodies [end],[start] a multitude of sex differences [end],18222146
294,histological heterogeneity are addressed,[start] the greatest promise for the prevention of gastric cancer [end],[start] trying to contribute to a better knowledge of carcinogenesis [end],29635240
295,Method summarized,[start] a significant association between hpylori and crds [end],[start] all research articles in databases including PubMed [end],30088452
296,Other prevention measures include,[start] the greatest potential for the time [end],[start] healthy diet choices [end],32008623
297,The decline in ever - smoking has reached,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] a plateau in the past few years however [end],10855253
298,lung cancer biomarkers have shown,[start] that the favorable effects of environmental factors such as chronic respiratory diseases [end],[start] potential to complement the current screening standards [end],25108403
299,smokers have,[start] a major goal of improving understanding for the association with diabetes over the resected specimen [end],[start] airflow obstruction than with normal airflow [end],11473242
300,all subtypes of non-small cell lung cancer have been treated,[start] for analyzing the etiology of t1dm [end],[start] historically [end],14641911
301,opportunities for improvement exist,[start] in the clinic [end],[start] early target areas [end],15209187
302,This abnormal expression is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] not only related to malignancy of tumors [end],31451145
303,Nontobacco risk factors include,[start] respiratory clinicians [end],[start] occupational exposures [end],32008623
304,Tobacco control measures are not,[start] by the presence of the outpatient clinic [end],"[start] strong enough in many countries around the world , particularly low and middle [end]",27732987
305,the 5 - year survival rate for women is,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] 15.6 % compared with 12.5 % for men [end],18922127
306,Future innovations affecting the surgical treatment of lung cancer include,[start] respiratory muscle function test [end],[start] immunotherapy [end],31351552
307,"the aberrant expression of miRNAs in cancer patients provides numerous underlying merits as diagnostic , clinical pathological providing",[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] an insight into the clinical application for lung cancer [end],23496233
308,the latest scientific evidence regarding,[start] the role of pdgf signalling in cardiovascular pathogenesis such as inflammation with an emphasis on how pdgfs function in these,"[start] the mechanisms driving lung cancer risk in HIV infection , the clinical presentation of lung cancer in HIV - infected persons [end]",27607596
309,The remarkable efficacy of immunotherapy for advanced lung cancer has attracted,[start] a major goal of improving understanding for practice [end],[start] more and more attention from the researchers [end],32283581
310,Recent findings is,[start] a major goal of improving understanding for the role of the treatment of colorectal cancer [end],[start] primarily due to higher smoking rates [end],27607596
311,the pathogenesis of lung cancer in China is intended,[start] to be improved including meeting records presently [end],"[start] to facilitate cooperation , so as to upgrade the effective control of lung cancer [end]",8069599
312,the human microbiota affects,[start] the greatest promise for the prevention of gastric cancer [end],[start] the efficacy of lung cancer on other treatments At the same time [end],31315786
313,The prognosis for patients with small - cell lung cancer is,[start] a major goal of improving understanding for the natural history of the primary care [end],[start] worse [end],16792198
314,This article systematically reviewed,[start] the association between polypharmacy and all cause of cancer related deaths in the united states [end],[start] the clinical trials of neoadjuvant immunotherapy for resectable NSCLC before surgery [end],32283581
315,Chemotherapy combined,[start] with a high intake of fruit [end],[start] with radiotherapy for limited disease [end],17225705
316,Studies of lung cancer in women indicate,[start] a major goal of improving understanding for the role of the development of colorectal cancer [end],[start] that there are differences in treatment outcomes as compared with men [end],24216523
317,Clinicians working with patients should intervene,[start] the most promising biomarker panels allowing breast cancer metastasis [end],"[start] to enhance their quality of life from diagnosis , during the disease during bereavement [end]",22308553
318,5p15 associated,[start] with the goal of improving understanding for the natural history of the disease [end],[start] with lung cancer risk [end],26667337
319,Additional molecular targets that are addressed in clinical trials include,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] ERBB2 [end],29251665
320,The poor outcomes of treatment in lung cancer justify,[start] a major goal of improving understanding for practice [end],[start] the implementation of an optimal lung cancer prevention in the form of smoking cessation programmes [end],29425790
321,However recent population - based studies indicate,[start] on the chain of potential for tzds in the past decade [end],[start] that outcomes after surgery in patients with very early SCLC are comparable to those in patients with non-SCLC [end],26520187
322,Additional molecular targets that are addressed in clinical trials include,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] FGFR [end],29251665
323,The National Comprehensive Cancer Network recommends,[start] the greatest promise for the association between polypharmacy and all cause of lung cancer [end],[start] immunological checkpoint inhibitors as the standard treatment for small cell lung cancer [end],31196372
324,Volatile and nonvolatile components of the breath are being studied,[start] by european groups [end],[start] as biomarkers of lung cancer [end],21405971
325,small cell lung cancer confined to one hemi - thorax may be,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] curable with a combination of thoracic irradiation [end],15822487
326,antibodies block,[start] a clearer understanding of the natural history of the etiology of colorectal cancer [end],[start] the interaction of PD - L1 with PD - 1 [end],29251665
327,symptoms may vary,[start] the greatest potential for the same time [end],[start] depending on tumor type of metastases [end],17225705
328,risk groups to inform,[start] a major goal of improving understanding for practice [end],[start] screening guidelines [end],26667337
329,cells to escape,[start] the greatest potential for the same time [end],[start] the normal regulation of cell division [end],14641911
330,the development of lung cancer is modulated,[start] a major goal of improving understanding for the natural history of the most promising positive antibodies [end],"[start] by complex interactions between genetic , hormonal , behavioral , and environmental factors [end]",17084482
331,different kinds of them would be discussed,[start] in the clinic [end],[start] to delineate their significance in lung cancer biology [end],28118799
332,EGFR - tyrosine kinase inhibitor treatment ( erlotinib ) in lung cancer owing,[start] a multisector strategy that cuts mortality through quality health care services [end],[start] to the higher incidence of EGFR mutation in nonsmokers [end],21992731
333,Circular RNA is,[start] respiratory muscle function test [end],[start] a unique RNA molecule with ring structure [end],31451145
334,changes brought about,[start] by the presence of the inflammatory nature of the disease [end],[start] by the diagnosis of struggle [end],22308553
335,Screening tests began,[start] by european groups [end],[start] in the 1950 s with annual chest x-ray films [end],15961694
336,Lung cancer accounts worldwide,[start] to be improved including meeting records presently [end],[start] still [end],28118799
337,additional factors related,[start] to the development of a predominant factor was found to be infection of helicobacter pylori advances in the deranged signalling,[start] to risks for poor outcomes in blacks with lung cancer [end],16880053
338,"series of driver genes , such as ROS1 have been found",[start] for analyzing the etiology of t1dm [end],[start] in non-small cell lung cancer In recent years [end],29526181
339,the full benefits offered,[start] by the presence of the inflammatory nature of lung cancer [end],[start] by control [end],29800746
340,quite a few patients will have,[start] a significant association between hpylori and crds [end],[start] local recurrence [end],32283581
341,Current evidence suggests,[start] that the aberrant expression of lung cancer stem cells exert some other industrial workers in the field of the deranged,[start] that stigma detrimentally affects communication [end],29800746
342,Disruption of the symbiotic balance of the human microbiome is found,[start] a significant association between hpylori and crds [end],[start] in systematic diseases such as diabetes [end],31315786
343,Future work should focus,[start] on the chain of potential [end],[start] on smoking cessation better understanding disease development in nonsmokers [end],32008623
344,This review covers,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the association with a basis for funding policies [end],"[start] a brief introduction on various applications by NGS in lung cancer advances , including further discoveries in previously known target genes [end]",23980680
345,genes associated,[start] with a high intake of fruit [end],[start] with lung cancer susceptibility [end],26667337
346,neutrophils are not involved,[start] by the presence of a twofold increase in the national health commission revised it in the annual decline in the,[start] in chronic inflammation [end],31771743
347,oral presentations related,[start] to a systematic review of the skills necessary to manage diabetes over a lifetime [end],[start] to this topic [end],31095926
348,"series of driver genes , such as so on have been found",[start] in the clinic [end],[start] in non-small cell lung cancer In recent years [end],29526181
349,the environmental or inherited causes of lung cancer are,[start] a major goal of improving understanding for practice [end],[start] usually unclear Among the 10 % of patients [end],14641911
350,nurses to individualize the care for this population to meet,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] their specific needs [end],18222146
351,The purpose of this paper is,[start] to assess the relationship between diet and apoptosis [end],"[start] to define immunochemistry , on the background of basic respiratory airway epithelial structure [end]",21734416
352,probably from 2 % to 3 % of patients with additional cancers yielding,[start] a vignette with a high intake of fruit [end],[start] an overall incidence of 5 % [end],11473242
353,Targeting intracellular signaling molecules is,[start] to be improved including meeting records presently [end],[start] an attractive approach for treatment of malignancies [end],21541198
354,No specific drugs for women with lung cancer are,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] currently available [end],18922127
355,the applications of liquid biopsy include,[start] us 150179 for budesonide representing respectively 40 15 209 of per capita income in malawi [end],[start] early detection [end],26706955
356,Special emphasis is placed,[start] to be improved including meeting records presently [end],[start] on summarizing evolving technologies useful in the diagnosis [end],22540298
357,The poor outcomes of treatment in lung cancer justify,[start] a major goal of improving understanding for practice [end],[start] the implementation of an optimal lung cancer prevention in the form of screening programmes [end],29425790
358,a combination of chemotherapy plus knockdown mimicking,[start] a clearer understanding of the natural history of the disease [end],[start] microRNA [end],30088452
359,Small - cell lung cancer comprises,[start] a major goal of improving understanding for practice [end],[start] 13 - 20 % of all lung cancers [end],26520187
360,multiple biological processes involved,[start] in the clinic [end],[start] in tumorigenesis such as angiogenesis [end],23496233
361,The human microbiome is closely related,[start] to a significant association between sex and breast cancer mortality rates in the 27 years [end],[start] to human health status [end],31315786
362,This review covers,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the association with a basis for funding policies [end],[start] a brief summary on various NGS technologies [end],23980680
363,An increasing percentage of patients with advanced lung cancer have,[start] a major goal of improving understanding for the management of gastric cancer [end],[start] molecular drivers in genes [end],23194039
364,the number of adverse events from the subsequent diagnostic procedures was,[start] still [end],[start] low [end],24357736
365,Understanding is,[start] a major goal of improving understanding for the natural history of the primary care systems of the most important roles,[start] a crucial area for future study [end],29800746
366,the identification of molecular changes unique to lung cancer in never - smokers has generated,[start] a significant association between hpylori and crds [end],[start] further interest in this disease More recently [end],20187318
367,Molecular footprints at the sites of p16 deletions indicate,[start] that the aberrant expression of lung cancer stem cells exert some time in the light on the clinical practice [end],[start] that DNA repair activities for G : C to T : A transversion play important roles in the accumulation of genetic alterations in lung cancer cells [end],15016317
368,Endoscopic photodynamic therapy or brachytherapy may be,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] an alternative to surgery as standard treatment in selected cases [end],8965366
369,the aberrant expression of miRNAs in cancer patients provides,[start] a major goal of improving understanding for the association with diabetes over the resected specimen [end],"[start] numerous underlying merits as diagnostic , clinical prognostic markers providing an insight into the clinical application for lung cancer [end]",23496233
370,Women have to therapy,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] regardless of stage [end],18922127
371,These findings have,[start] a clearer understanding of the natural history of the etiology of colorectal cancer [end],"[start] the potential to lead to the development of new , more effective treatments for lung cancer [end]",20187318
372,the mechanisms leading to molecularly heterogeneous tumors are being unraveled,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] From subclinical DNA damage to overt invasive disease [end],14641911
373,the intestinal microbiota can modulate,[start] cardiovascular disease [end],[start] responses to anti- - PD - 1 therapy [end],31315786
374,current research findings describing,[start] for analyzing the etiology of t1dm [end],[start] therapeutic relevance of human lung cancer [end],31315786
375,Surgery - based multi-discipline comprehensive treatment is regarded,[start] on the chain of potential [end],[start] as the treatment of choice On the treatment of MPLC [end],26706954
376,The origins of this negative attitude toward lung cancer screening are found conducted,[start] for the study [end],[start] at Johns Hopkins University School of Medicine [end],11473242
377,pre-invasive lesions not identified,[start] from the dutch belgian randomized lung cancer [end],[start] on CT [end],25108403
378,more women suffer,[start] by the presence of the inflammatory nature of lung cancer [end],[start] from lung cancer [end],25906024
379,Curative surgical treatment is,[start] a major goal of improving understanding for the natural history of the primary care [end],[start] therefore only possible in about a third of the cases whereas other patients receive chemotherapy and / or radiation therapy [end],18460729
380,surgical resection is preferred,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] For stages [end],17225705
381,The advent has helped,[start] a significant association between hpylori and crds [end],[start] to reshape the pathological classification of lung cancer [end],27535388
382,both staging were,[start] a significant difference in the two spirometers [end],[start] inadequate [end],26520187
383,Risk factors for the development of lung cancer include,[start] respiratory muscle function test maximal peak expiratory flow maximal peak flow at the resected specimen [end],"[start] second - hand smoking , radon exposure , occupational exposure to cooking oil fumes [end]",23921082
384,multiple biological processes involved,[start] in the clinic [end],[start] in tumorigenesis such as cell proliferation [end],23496233
385,Future studies on LCINS should try to tackle,[start] the greatest promise for the prevention of gastric cancer [end],[start] the issues of the exploration of novel therapeutic targets [end],21992731
386,predictive markers for immunotherapy may inform,[start] experts to revise the protocol in 2015 while the national health commission revised it in 2020 since 2010 [end],[start] clinicians on how to optimally treat patients [end],31661148
387,the pathogenesis of lung cancer in China to facilitate,[start] the greatest promise for the prevention of gastric cancer [end],[start] research [end],8069599
388,Radiotherapy has a palliative effect in,[start] the most promising positive family history of gastric cancer [end],[start] 50 to 75 per cent [end],72894
389,The addition of chemotherapy to radical radiotherapy is gradually improving,[start] the greatest promise for the prevention of gastric cancer [end],"[start] the outcome for locally advanced , inoperable non-small cell lung cancer [end]",15961694
390,the upcoming modern day interventions have been discussed,[start] in the clinic [end],[start] with their pros [end],24639115
391,Elucidation of the mechanisms of lung cancer may provide,[start] a major goal of improving understanding for the association with diabetes over the resected specimen [end],[start] a new insight into the prevention of lung cancer [end],28956747
392,A large body of evidence shows,[start] that the aberrant expression of lung cancer stem cells exert some other industrial workers in the field of the deranged,"[start] that the aberrant expression of miRNAs in cancer patients provides numerous underlying merits as diagnostic , clinical prognostic markers , providing an insight into the clinical application for lung cancer [end]",23496233
393,many hope will lead,[start] to a systematic review of the skills necessary to manage diabetes over a lifetime [end],[start] to increased survival [end],12692661
394,a relatively unique genetic background is,[start] the most common cancer in the world [end],[start] high [end],32429640
395,These lesions allow,[start] a significant association between hpylori and crds [end],[start] cells to escape the normal regulation of apoptosis [end],14641911
396,understanding the associations between them has become,[start] a vignette with a high intake of fruit [end],[start] a priority for research regarding tobacco - related illnesses [end],28205188
397,Molecular epidemiology studies to prove,[start] the most promising biomarker panels allowing breast cancer metastasis [end],[start] this statement [end],17117325
398,Lung cancer is,[start] a major goal of improving understanding for the most prevalent [end],[start] the second most common cancer in Iceland [end],18460729
399,Other known environmental risk factors include,[start] insulin resistance [end],[start] exposures to asbestos [end],26667337
400,The lung cancer epidemic of the twentieth century grew,[start] the most studied tree nut [end],[start] out of increasing tobacco consumption in the first half of that century [end],27732987
401,prior screening trials have shown,[start] that the aberrant expression of lung cancer stem cells [end],[start] no benefit from screening [end],12450555
402,Lung cancer is,[start] a major goal of improving understanding for the most prevalent [end],"[start] the most common fatal malignancy in both men , both elsewhere in the world [end]",11473242
403,the prognosis is,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] poor [end],32316716
404,Female lung cancer death rates increased,[start] by the presence of the outpatient clinic [end],[start] by more than 550 percent between 1950 and 1991 [end],8724218
405,A large number of researchs indicated,[start] that the favorable effects of environmental factors such as chronic respiratory diseases [end],[start] that tumor mutation burden ( TMB ) may be an independent predicted biomarker for immunotherapy [end],31196372
406,Studies of lung cancer in women indicate,[start] a major goal of improving understanding for the role of the development of colorectal cancer [end],[start] that there are differences in histology as compared with men [end],24216523
407,understanding these clusters may improve,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the management of ongoing symptoms [end],22308553
408,to 75 per cent of patients should be recommended,[start] to be formulated for the disease [end],[start] in symptomatic patients [end],72894
409,Current study found,[start] on the chain of potential [end],[start] that it is closely related to prognosis [end],32429640
410,different kinds of them would be discussed,[start] in the clinic [end],[start] to delineate their significance in lung cancer diagnosis [end],28118799
411,Neuron - specific enolase have been discovered,[start] a major goal of improving understanding for the treatment of the treatment of colorectal cancer [end],[start] as lung cancer biomarkers [end],18823584
412,the control of lung cancer has attracted,[start] a major goal of improving understanding for the natural history of the primary care systems of the most common malignancy,[start] worldwide attention Currently [end],27261907
413,significant gender - based differences in epidemiology have become,[start] on the chain of potential for tzds in the past decade [end],[start] warrant further investigation to advance the treatment of lung cancer in all patients [end],22041044
414,The latest figures for the UK show,[start] for analyzing the etiology of t1dm [end],[start] that lung cancer accounts for about 22 % of all cancer deaths [end],24067269
415,This article reviews,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] the role of surgical treatment for the various stages of lung cancer [end],8324654
416,Treatment strategy for subsequent primary lung cancer is,[start] a major goal of improving understanding for the natural history of the most recent years [end],[start] an important key for the prognosis of patients with [end],22810461
417,high incidence rates are found,[start] for a distressingly large proportion of death in the national rein registry [end],[start] in Europe particularly in western Europe In women [end],12517539
418,screening resulted,[start] in the clinic [end],[start] in a higher resectability rate in the screening group compared with a control group of patients [end],11473242
419,The latest figures for the UK show,[start] for analyzing the etiology of t1dm [end],[start] that there are approximately 39000 cases each year [end],24067269
420,resulting deaths the,[start] from a composite index in the first [end],[start] about 347000 [end],12517539
421,Randomized trials on surgical resection in patients with limited stage disease did not support,[start] the greatest potential for the time [end],[start] a role for surgery in disease management when both staging were inadequate [end],26520187
422,the human microbiota affects,[start] the greatest promise for the prevention of gastric cancer [end],[start] the efficacy of lung cancer on gene therapy At the same time [end],31315786
423,This review describes,[start] the potential benefits mechanisms of applications of inhaled antibiotics for the management of colorectal cancer [end],[start] what the cancer biomarkers are for discovered at present and predicted future advance in lung cancer biomarker discovery with proteomics technology [end],18823584
424,A new health care initiative recommends,[start] a significant association between hpylori and crds [end],[start] spirometric testing for all smokers [end],11473242
425,"series of driver genes , such as BRAF have been found",[start] for analyzing the etiology of t1dm [end],[start] in non-small cell lung cancer In recent years [end],29526181
426,this field is passing,[start] a significant association between hpylori and crds [end],[start] through its maturation phase [end],28118799
